,loss
0,1.3850431442260742
1,0.26398181915283203
2,0.22742867469787598
3,0.19796918332576752
4,0.1806640923023224
5,0.1491081416606903
6,0.13937324285507202
7,0.11735618114471436
8,0.11738492548465729
9,0.10246546566486359
10,0.09712051600217819
11,0.09205755591392517
12,0.08458112925291061
13,0.07842887938022614
14,0.07398098707199097
15,0.06973344087600708
16,0.06324494630098343
17,0.05843339487910271
18,0.060474567115306854
19,0.05389230325818062
20,0.05382804945111275
21,0.050002727657556534
22,0.04466588795185089
23,0.04379824548959732
24,0.042711272835731506
25,0.03984992951154709
26,0.03815150260925293
27,0.036299146711826324
28,0.032353732734918594
29,0.03281161189079285
30,0.029606545343995094
31,0.028812656179070473
32,0.026250896975398064
33,0.028602181002497673
34,0.024564744904637337
35,0.023589929565787315
36,0.02546522580087185
37,0.023137882351875305
38,0.019347216933965683
39,0.022240955382585526
40,0.018756605684757233
41,0.01894920878112316
42,0.01936205103993416
43,0.018839886412024498
44,0.016076186671853065
45,0.01598096266388893
46,0.016534646973013878
47,0.016763875260949135
48,0.013206715695559978
49,0.015186084434390068
50,0.014258814044296741
51,0.015735188499093056
52,0.012043511494994164
53,0.013655471615493298
54,0.012319475412368774
55,0.012569999322295189
56,0.010934075340628624
57,0.01217152550816536
58,0.011381627060472965
59,0.011778268031775951
60,0.010084397159516811
61,0.01100997906178236
62,0.009526163339614868
63,0.010279984213411808
64,0.009900796227157116
65,0.008777420967817307
66,0.009997115470468998
67,0.010145865380764008
68,0.008539232425391674
69,0.010329527780413628
70,0.00812123529613018
71,0.008888971991837025
72,0.009009766392409801
73,0.009357401169836521
74,0.0072994050569832325
75,0.0073751662857830524
76,0.009168614633381367
77,0.00673790043219924
78,0.007010354660451412
79,0.007011940702795982
80,0.00803234614431858
81,0.006196954753249884
82,0.007670134771615267
83,0.007042570970952511
84,0.006780671887099743
85,0.007554162293672562
86,0.006005988456308842
87,0.00704955542460084
88,0.005681544076651335
89,0.00717965979129076
90,0.006485172547399998
91,0.00619933707639575
92,0.007074896711856127
93,0.005396053194999695
94,0.006180295255035162
95,0.005476532969623804
96,0.006167138461023569
97,0.005683522671461105
98,0.006142792757600546
99,0.0067118629813194275
100,0.005092276725918055
101,0.005249133799225092
102,0.005239676684141159
103,0.007308833301067352
104,0.004597144667059183
105,0.006179992575198412
106,0.005543866194784641
107,0.005975692067295313
108,0.005097022280097008
109,0.0052926125936210155
110,0.004971704911440611
111,0.004514569416642189
112,0.004946451168507338
113,0.004965278320014477
114,0.004132692236453295
115,0.0056534442119300365
116,0.005146704614162445
117,0.004739854950457811
118,0.0037733339704573154
119,0.0068317498080432415
120,0.004648240283131599
121,0.004880895372480154
122,0.004636747762560844
123,0.0037843540776520967
124,0.004640313796699047
125,0.004608063958585262
126,0.0037202725652605295
127,0.004719556774944067
128,0.004286401439458132
129,0.004454370588064194
130,0.00409232173115015
131,0.0038732748944312334
132,0.0038305523339658976
133,0.003915684297680855
134,0.004314126446843147
135,0.003791036084294319
136,0.004447021055966616
137,0.0034794111270457506
138,0.0041174013167619705
139,0.003688976401463151
140,0.0037991832941770554
141,0.0037346798926591873
142,0.003373947460204363
143,0.003511464223265648
144,0.005089117679744959
145,0.003288513980805874
146,0.0036867153830826283
147,0.0027897742111235857
148,0.0041429330594837666
149,0.003404289251193404
150,0.0031250780448317528
151,0.0033092971425503492
152,0.0031293786596506834
153,0.004254194442182779
154,0.0030202604830265045
155,0.0033818529918789864
156,0.0033494343515485525
157,0.0029386430978775024
158,0.003303092671558261
159,0.0036416910588741302
160,0.003019955474883318
161,0.003078136360272765
162,0.003801127430051565
163,0.0026286952197551727
164,0.003262260463088751
165,0.0032470296137034893
166,0.0033712522126734257
167,0.003163533750921488
168,0.002471525687724352
169,0.004027912393212318
170,0.0026539498940110207
171,0.002863533329218626
172,0.00277954014018178
173,0.003238601377233863
174,0.002697590971365571
175,0.0027471152134239674
176,0.0030241888016462326
177,0.0023186644539237022
178,0.003118506632745266
179,0.0026128164026886225
180,0.002729057800024748
181,0.00251224497333169
182,0.002543837996199727
183,0.002542334608733654
184,0.0027075307443737984
185,0.002982820849865675
186,0.002622690051794052
187,0.002431411761790514
188,0.002131375251337886
189,0.002400060882791877
190,0.002811555750668049
191,0.002397894626483321
192,0.0026215165853500366
193,0.002653222531080246
194,0.002170621184632182
195,0.0026111837942153215
196,0.002138926414772868
197,0.0028150940779596567
198,0.0020098036620765924
199,0.002283872105181217
200,0.0020920739043504
201,0.002340268110856414
202,0.0020635423716157675
203,0.0020770009141415358
204,0.002097346354275942
205,0.002234517363831401
206,0.002126296516507864
207,0.0023776176385581493
208,0.0025814285036176443
209,0.0016721509164199233
210,0.002191759180277586
211,0.0025500415358692408
212,0.0018079476431012154
213,0.0027267932891845703
214,0.001968410098925233
215,0.002198582049459219
216,0.0018699574284255505
217,0.0028216815553605556
218,0.0016380546148866415
219,0.0022778951097279787
220,0.0017728038365021348
221,0.002117865951731801
222,0.0019351778319105506
223,0.0019412145484238863
224,0.002145102946087718
225,0.0020844077225774527
226,0.0019309050403535366
227,0.0024864687584340572
228,0.0015308046713471413
229,0.002184698823839426
230,0.0019361508311703801
231,0.0016343328170478344
232,0.0016610795864835382
233,0.0019212497863918543
234,0.0020287155639380217
235,0.0017420548247173429
236,0.0019861997570842505
237,0.0018794967327266932
238,0.0020349258556962013
239,0.0017971729394048452
240,0.0018691072473302484
241,0.001801747945137322
242,0.0017113930080085993
243,0.0025036586448550224
244,0.0015035502146929502
245,0.001739906263537705
246,0.0018446431495249271
247,0.0018789076711982489
248,0.0017844781978055835
249,0.0015272911405190825
